"
Employer

","
Job Location
","
Rank or Title
",Specialty,"
Deadline

","
Date Posted
▽

",Application Status
"
German Research Center for Artificial Intelligence (DFKI)
","
Germany
: Berlin
","
Researcher 
","
Computational Linguistics;
Translation
","
16-Jan-2015
","
03-Dec-2014
","
closed
"
"
Northeastern Illinois University
","
USA
: Illinois
","
Assistant Professor 
","
General Linguistics
","
15-Dec-2014
","
03-Dec-2014
","
closed
"
"
Simon Fraser University
","
Canada
: Vancouver, British Columbia
","
Post Doc 
","
Phonology;
Cognitive Science;
Mathematical Modeling
","
15-Dec-2014 
(Open until filled)
","
03-Dec-2014
","
closed
"
"
University of Tabuk
","
Saudi Arabia
: Tabuk
","
Rank Open 
","
Applied Linguistics;
General Linguistics;
English
","
30-Jun-2016 
(Open until filled)
","
02-Dec-2014
","
closed
"
"
University of Arizona
","
USA
: Arizona
","
Post Doc 
","
Computational Linguistics
","
01-Aug-2015 
(Open until filled)
","
01-Dec-2014
","
closed
"
"
University of Arizona
","
USA
: Arizona
","
Assistant Professor 
","
Computational Linguistics
","
01-Aug-2015 
(Open until filled)
","
01-Dec-2014
","
closed
"
"
University of Duisburg-Essen
","
Germany
: Essen
","
Post Doc 
","
Sociolinguistics;
German
","
10-Dec-2014
","
01-Dec-2014
","
closed
"
"
Infogain
","
USA
: California
","
Consultant 
","
Computational Linguistics
","
(Open until filled)
","
29-Nov-2014
","
closed
"
"
Chenope
","
USA
: California
","
Scientist 
","
Computational Linguistics
","
30-Jan-2015 
(Open until filled)
","
27-Nov-2014
","
closed
"
"
Indiana State University
","
USA
: Indiana
","
Assistant Professor 
","
Applied Linguistics;
General Linguistics;
English
","
26-Jan-2015
","
27-Nov-2014
","
closed
"
"
Yale University
","
USA
: Connecticut
","
Post Doc 
","
Phonology
","
30-Jun-2015 
(Open until filled)
","
27-Nov-2014
","
closed
"
"
National Taiwan University
","
Taiwan
: Taipei
","
Rank Open 
","
Language Acquisition
","
24-Jan-2015
","
24-Nov-2014
","
closed
"
"
University of Pittsburgh
","
USA
: Pennsylvania
","
Visiting Professor 
","
Applied Linguistics;
General Linguistics
","
20-Feb-2015 
(Open until filled)
","
24-Nov-2014
","
closed
"
"
Eastern Connecticut State University
","
USA
: Connecticut
","
Assistant Professor 
","
Applied Linguistics;
General Linguistics;
Sociolinguistics;
Ling & Literature; 
Anthropological Linguistics;
Spanish
","
30-Jan-2015 
(Open until filled)
","
24-Nov-2014
","
closed
"
"
Intel Corporation
","
Spain
: Seville
","
Rank Open 
","
Computational Linguistics;
General Linguistics;
German
","
20-May-2015
","
21-Nov-2014
","
closed
"
"
Lionbridge
","
----------------
","
Linguists & Computational Linguists
","
Computational Linguistics;
General Linguistics;
Danish;
Norwegian Bokmål 
","
10-Jan-2015
","
21-Nov-2014
","
closed
"
"
Intel Corporation
","
USA
: California
","
Rank Open 
","
Computational Linguistics;
General Linguistics;
Japanese
","
20-May-2015 
(Open until filled)
","
21-Nov-2014
","
closed
"
"
Nanyang Technological University
","
Singapore
: Singapore
","
Post Doc 
","
General Linguistics
","
09-Jan-2015
","
20-Nov-2014
","
closed
"
"
Syracuse University
","
USA
: New York
","
Instructor 
","
Applied Linguistics
","
05-Dec-2014
","
20-Nov-2014
","
closed
"
"
Michigan State University
","
USA
: Michigan
","
Adjunct Professor 
Fixed Term Instructor/Assistant Professor
","
Applied Linguistics;
Hindi
","
","
20-Nov-2014
","
"
"
Treato
","
USA
: New Jersey
","
Analyst
","
Discourse Analysis;
General Linguistics
","
12-Dec-2014 
(Open until filled)
","
19-Nov-2014
","
closed
"
"
CNRS - Sorbonne Nouvelle
","
France
: Paris
","
Post Doc 
","
Phonetics;
Phonology;
Tachelhit;
Berber 
","
01-Jan-2015 
(Open until filled)
","
19-Nov-2014
","
closed
"
"
Northern Illinois University
","
USA
: Illinois
","
Assistant Professor 
","
Applied Linguistics;
General Linguistics;
French
","
05-Dec-2014 
(Open until filled)
","
18-Nov-2014
","
closed
"
"
Utrecht University
","
Netherlands
: Utrecht
","
Full Professor 
","
Discourse Analysis;
Sociolinguistics
","
01-Dec-2014
","
18-Nov-2014
","
closed
"
"
Marcs Institute, University of Western Sydney
","
Australia
: Sydney
","
Post Doc 
","
Language Acquisition
","
15-Dec-2014
","
18-Nov-2014
","
closed
"
"
Lesley University
","
USA
: Massachusetts
","
Assistant Professor 
","
Applied Linguistics;
English
","
19-Jan-2015 
(Open until filled)
","
18-Nov-2014
","
closed
"
"
University of Stuttgart
","
Germany
: Stuttgart
","
Assistant Professor 
","
Computational Linguistics
","
15-Dec-2014
","
18-Nov-2014
","
closed
"
"
Saint Louis University (Madrid Campus)
","
Spain
: Madrid
","
Asst/Assoc Professor 
","
Applied Linguistics;
Ling & Literature;
Spanish
","
15-Jan-2015
","
18-Nov-2014
","
closed
"
"
National University of Singapore
","
Singapore
: Singapore
","
Lecturer 
","
Applied Linguistics;
English
","
15-Dec-2014
","
15-Nov-2014
","
closed
"
"
Paragon Testing Enterprises, a subsidiary of UBC
","
Canada
: Vancouver
","
Researcher 
","
Applied Linguistics
","
15-Feb-2015 
(Open until filled)
","
15-Nov-2014
","
closed
"
"
Australian National University
","
Australia
: Canberra
","
Post Doc 
","
Language Acquisition
","
18-Jan-2015
","
15-Nov-2014
","
closed
"
"
University of Massachusetts, Amherst
","
USA
: Massachusetts
","
Associate Professor 
","
Phonology
","
02-Jan-2015
","
15-Nov-2014
","
closed
"
"
Victoria University of Wellington
","
New Zealand
: Wellington
","
Lecturer 
","
Applied Linguistics
","
19-Dec-2014
","
15-Nov-2014
","
closed
"
"
Paragon Testing Enterprises, a subsidiary of UBC
","
Canada
: Vancouver
","
Language Assessment Specialist
","
Applied Linguistics
","
15-Feb-2015 
(Open until filled)
","
15-Nov-2014
","
closed
"
"
The Chinese University of Hong Kong
","
Hong Kong
: Shatin
","
Lecturer 
","
Applied Linguistics;
German;
Korean
","
05-Dec-2014
","
15-Nov-2014
","
closed
"
"
Stanford University
","
USA
: California
","
Researcher 
","
Computational Linguistics
","
30-Jun-2015 
(Open until filled)
","
13-Nov-2014
","
closed
"
"
Stanford University
","
USA
: California
","
Programmer 
","
Computational Linguistics
","
30-Jun-2015 
(Open until filled)
","
13-Nov-2014
","
closed
"
"
Queens College of The City University of New York
","
USA
: New York
","
Assistant Professor 
","
General Linguistics
","
15-Jan-2015 
(Open until filled)
","
13-Nov-2014
","
closed
"
"
Universidade Nova de Lisboa - FCSH
","
Portugal
: Lisbon
","
Post Doc 
","
Morphology;
Psycholinguistics;
Syntax;
Neurolinguistics 
","
27-Feb-2015
","
11-Nov-2014
","
closed
"
"
University of Newcastle
","
Australia
: Newcastle
","
Lecturer 
Academic Level A
","
General Linguistics
","
23-Nov-2014
","
11-Nov-2014
","
closed
"
"
National University of Singapore
","
Singapore
: Singapore
","
Assistant Professor 
","
Psycholinguistics;
Semantics;
Syntax;
Language Acquisition 
","
15-Jan-2015
","
11-Nov-2014
","
closed
"
"
University of Minnesota - Twin Cities
","
USA
: Minnesota
","
Programmer 
Developer
","
Computational Linguistics
","
31-Mar-2015
","
10-Nov-2014
","
closed
"
"
University of Minnesota - Twin Cities
","
USA
: Minnesota
","
Researcher 
Developer
","
Computational Linguistics
","
31-Mar-2015
","
10-Nov-2014
","
closed
"
"
Sorbonne Paris Cité (SPC)
","
France
: Paris
","
Researcher 
Research Assistant
","
Psycholinguistics;
Language Acquisition
","
05-Dec-2014
","
09-Nov-2014
","
closed
"
"
Sorbonne Paris Cité
","
France
: Paris
","
Research Engineer
","
Phonetics
","
08-Dec-2014
","
09-Nov-2014
","
closed
"
"
The University of New Mexico
","
USA
: New Mexico
","
Rank Open 
","
Applied Linguistics;
General Linguistics;
Navajo
","
01-Dec-2014 
(Open until filled)
","
09-Nov-2014
","
closed
"
"
Central Intelligence Agency
","
USA
: District of Columbia
","
Translator 
","
Translation;
Arabic, Standard;
Chinese, Mandarin;
Korean; 
Persian, Iranian;
Dari;
Russian;
Somali; 
Pashto
","
06-Dec-2014
","
08-Nov-2014
","
closed
"
"
Teachers College, Columbia University
","
USA
: New York
","
Lecturer 
","
TESOL;
English
","
(Open until filled)
","
08-Nov-2014
","
closed
"
"
Google
","
USA
: California
","
Speech Data Evaluator
","
Computational Linguistics;
Phonetics;
English
","
06-May-2015 
(Open until filled)
","
08-Nov-2014
","
closed
"
"
University of Surrey
","
United Kingdom
: Guildford, Surrey
","
Post Doc 
","
Language Documentation;
Morphology;
Phonology;
Nuer; 
Nilotic
","
08-Dec-2014
","
07-Nov-2014
","
closed
"
"
Google, Inc.
","
Indonesia
: Jakarta
","
Analytic Linguistic Project Manager
","
Computational Linguistics;
General Linguistics;
Indonesian
","
04-May-2015 
(Open until filled)
","
07-Nov-2014
","
closed
"
"
Google, Inc.
","
Indonesia
: Jakarta
","
Junior Linguist
","
Computational Linguistics;
General Linguistics;
Indonesian
","
04-May-2015 
(Open until filled)
","
07-Nov-2014
","
closed
"
"
Cornell University
","
USA
: New York
","
Post Doc 
","
General Linguistics
","
22-Nov-2014
","
07-Nov-2014
","
closed
"
"
Google, Inc.
","
Thailand
: Bangkok
","
Analytic Linguistic Project Manager
","
Computational Linguistics;
General Linguistics;
Thai
","
04-May-2015 
(Open until filled)
","
07-Nov-2014
","
closed
"
"
Google, Inc.
","
Thailand
: Bangkok
","
Junior Linguist
","
Computational Linguistics;
General Linguistics;
Thai
","
04-May-2015 
(Open until filled)
","
07-Nov-2014
","
closed
"
"
University of Essex
","
United Kingdom
: Colchester, Essex
","
Lecturer 
","
Psycholinguistics
","
18-Jan-2015
","
07-Nov-2014
","
closed
"
"
University of Arizona
","
USA
: Arizona
","
Associate Professor 
","
Applied Linguistics;
General Linguistics;
Spanish
","
09-Feb-2015 
(Open until filled)
","
07-Nov-2014
","
closed
"
"
Qatar University
","
Qatar
: Doha
","
Asst/Assoc Professor 
","
General Linguistics;
English
","
(Open until filled)
","
05-Nov-2014
","
closed
"
"
Université du Québec à Montréal
","
Canada
: Montreal, Québec
","
Instructor 
","
Applied Linguistics;
English
","
07-Nov-2014
","
05-Nov-2014
","
closed
"
"
Qatar University
","
Qatar
: Doha
","
Assistant Professor 
","
General Linguistics;
English
","
(Open until filled)
","
05-Nov-2014
","
closed
"
"
Qatar University
","
Qatar
: Doha
","
Associate Professor 
","
General Linguistics;
English
","
(Open until filled)
","
05-Nov-2014
","
closed
"
"
University of Oklahoma - Norman
","
USA
: Oklahoma
","
Assistant Professor 
","
General Linguistics;
Anthropological Linguistics
","
03-May-2015 
(Open until filled)
","
04-Nov-2014
","
closed
"
"
University of Louisville
","
USA
: Kentucky
","
Assistant Professor 
","
General Linguistics
","
15-Dec-2014
","
04-Nov-2014
","
closed
"
"
University of Oklahoma - Norman
","
USA
: Oklahoma
","
Asst/Assoc Professor 
","
General Linguistics;
Anthropological Linguistics
","
03-May-2015 
(Open until filled)
","
04-Nov-2014
","
closed
"
"
University of Oklahoma - Norman
","
USA
: Oklahoma
","
Associate Professor 
","
General Linguistics;
Anthropological Linguistics
","
03-May-2015 
(Open until filled)
","
04-Nov-2014
","
closed
"
"
University of Wyoming
","
USA
: Wyoming
","
Chair of Department 
","
Applied Linguistics;
General Linguistics;
Spanish
","
30-Nov-2014
","
03-Nov-2014
","
closed
"
"
University of Wyoming
","
USA
: Wyoming
","
Associate Professor 
","
Applied Linguistics;
General Linguistics;
Spanish
","
30-Nov-2014
","
03-Nov-2014
","
closed
"
"
University of Wyoming
","
USA
: Wyoming
","
Professor 
","
Applied Linguistics;
General Linguistics;
Spanish
","
30-Nov-2014
","
03-Nov-2014
","
closed
"
"
Université du Québec à Montréal
","
Canada
: Montreal, Québec
","
Instructor 
","
Applied Linguistics;
Chinese, Mandarin
","
07-Nov-2014
","
03-Nov-2014
","
closed
"
"
Saint Louis University
","
USA
: Missouri
","
Assistant Professor 
","
Applied Linguistics;
Spanish
","
07-Jan-2015 
(Open until filled)
","
02-Nov-2014
","
closed
"
"
University of Southampton
","
United Kingdom
: Southampton
","
Lecturer 
","
Applied Linguistics;
English
","
21-Nov-2014
","
02-Nov-2014
","
closed
"
"
University of York
","
United Kingdom
: North Yorkshire
","
Post Doc 
","
Applied Linguistics;
Discourse Analysis
","
26-Nov-2014
","
02-Nov-2014
","
closed
"
"
Miami University of Ohio
","
USA
: Ohio
","
Asst/Assoc Professor 
","
Language Acquisition;
Spanish
","
28-Feb-2015 
(Open until filled)
","
31-Oct-2014
","
closed
"
"
University of Arizona
","
USA
: Arizona
","
Assistant Professor 
","
Applied Linguistics;
English
","
(Open until filled)
","
31-Oct-2014
","
closed
"
"
Systran Software
","
USA
: California
","
Programmer 
","
Computational Linguistics;
Translation;
Russian
","
30-Apr-2015 
(Open until filled)
","
31-Oct-2014
","
closed
"
"
Northern Illinois University
","
USA
: Illinois
","
Assistant Professor 
","
Applied Linguistics;
General Linguistics;
Thai
","
30-Nov-2014
","
31-Oct-2014
","
closed
"
"
University of California, Los Angeles
","
USA
: California
","
Lecturer 
","
Syntax
","
15-Dec-2014
","
31-Oct-2014
","
closed
"
"
Systran Software
","
USA
: California
","
Translator 
","
Computational Linguistics;
Translation;
Russian
","
30-Apr-2015 
(Open until filled)
","
31-Oct-2014
","
closed
"
"
The University of Edinburgh
","
United Kingdom
: Edinburgh
","
Post Doc 
Postdoctoral Research Fellowship
","
Discourse Analysis;
Sociolinguistics
","
21-Nov-2014
","
30-Oct-2014
","
closed
"
"
The University of Edinburgh
","
United Kingdom
: Edinburgh
","
Researcher 
Postdoctoral Research Fellowship
","
Discourse Analysis;
Sociolinguistics
","
21-Nov-2014
","
30-Oct-2014
","
closed
"
"
Leapforce, Inc
","
----------------
","
Search Engine Evaluator
","
General Linguistics
","
28-Nov-2014 
(Open until filled)
","
28-Oct-2014
","
closed
"
"
California State University, Fresno
","
USA
: California
","
Assistant Professor 
","
Applied Linguistics;
Language Acquisition
","
01-Dec-2014 
(Open until filled)
","
28-Oct-2014
","
closed
"
"
The Pennsylvania State University
","
USA
: Pennsylvania
","
Senior Lecturer 
Administrative Director
","
Applied Linguistics;
English
","
09-Jan-2015 
(Open until filled)
","
25-Oct-2014
","
closed
"
"
University of Central Missouri
","
USA
: Missouri
","
Assistant Professor 
","
Applied Linguistics;
English
","
15-Nov-2014 
(Open until filled)
","
25-Oct-2014
","
closed
"
"
The Chinese University of Hong Kong
","
Hong Kong
: Shatin
","
Assistant Professor 
","
Applied Linguistics;
English
","
01-Dec-2014
","
25-Oct-2014
","
closed
"
"
University of Groningen
","
Netherlands
: Groningen
","
Lecturer 
","
Applied Linguistics;
Discourse Analysis;
Text/Corpus Linguistics;
Dutch; 
English
","
10-Nov-2014
","
25-Oct-2014
","
closed
"
"
University of California, Los Angeles
","
USA
: California
","
Rank Open 
","
Historical Linguistics;
Indo-European
","
15-Dec-2014
","
24-Oct-2014
","
closed
"
"
[24]7 Inc.
","
USA
: California
","
Programmer 
Voice UI Designer
","
Computational Linguistics
","
28-Nov-2014 
(Open until filled)
","
24-Oct-2014
","
closed
"
"
Purdue University
","
USA
: Indiana
","
Post Doc 
","
Phonetics;
Psycholinguistics;
Neurolinguistics
","
16-Jan-2015
","
24-Oct-2014
","
closed
"
"
[24]7 Inc.
","
USA
: California
","
Scientist 
Voice UI Designer
","
Computational Linguistics
","
28-Nov-2014 
(Open until filled)
","
24-Oct-2014
","
closed
"
"
Queen Mary University of London
","
United Kingdom
: London
","
Lecturer 
","
Syntax
","
05-Jan-2015
","
22-Oct-2014
","
closed
"
"
Université Laval
","
Canada
: Québec
","
Professor 
","
Translation;
English;
French
","
14-Mar-2015
","
21-Oct-2014
","
closed
"
"
University of Zurich
","
Switzerland
: Zurich
","
Post Doc 
","
Computational Linguistics;
General Linguistics;
Italian;
Romance 
","
15-Nov-2014
","
21-Oct-2014
","
closed
"
"
Norwegian University of Science and Technology
","
Norway
: Trondheim
","
Post Doc 
","
Sociolinguistics;
Language Acquisition;
Formal Grammar
","
15-Dec-2014
","
21-Oct-2014
","
closed
"
"
Ben-Gurion University of the Negev
","
Israel
: Beer-Sheva
","
Rank Open 
","
Psycholinguistics;
Neurolinguistics;
Cognitive Science
","
01-Dec-2014
","
20-Oct-2014
","
closed
"
"
University of California, Los Angeles
","
USA
: California
","
Assistant Professor 
","
Sociolinguistics;
Spanish
","
01-Dec-2014
","
20-Oct-2014
","
closed
"
"
Critical Language Center, LLC
","
USA
: Virginia
","
Teacher 
","
Applied Linguistics;
Chinese, Mandarin;
French;
German; 
Creole, Haitian;
Hebrew;
Hindi;
Nepali; 
Russian;
Spanish
","
30-Jul-2015 
(Open until filled)
","
18-Oct-2014
","
closed
"
"
Critical Language Center, LLC
","
USA
: Virginia
","
Instructor 
","
Applied Linguistics;
Chinese, Mandarin;
French;
German; 
Creole, Haitian;
Hebrew;
Hindi;
Nepali; 
Russian;
Spanish
","
30-Jul-2015 
(Open until filled)
","
18-Oct-2014
","
closed
"
"
Sookmyung Women's University
","
Korea, South
: Seoul
","
Assistant Professor 
","
Applied Linguistics;
English
","
29-Oct-2014
","
17-Oct-2014
","
closed
"
"
University of Memphis
","
USA
: Tennessee
","
Asst/Assoc Professor 
","
Applied Linguistics;
English
","
01-Nov-2014 
(Open until filled)
","
17-Oct-2014
","
closed
"
"
Université Paris Diderot
","
France
: Paris
","
Assistant Professor 
Maître de Conférences
","
Morphology;
Phonetics;
Phonology;
English 
","
31-Mar-2015
","
17-Oct-2014
","
closed
"
"
University of Navarra
","
Spain
: Pamplona, Navarra
","
Visiting Professor 
","
Applied Linguistics;
Spanish
","
01-Dec-2014
","
17-Oct-2014
","
closed
"
"
Iowa State University
","
USA
: Iowa
","
Rank Open 
","
Applied Linguistics;
Computational Linguistics;
English
","
03-Dec-2014
","
17-Oct-2014
","
closed
"
"
NTENT
","
USA
: California
","
Manager 
","
Computational Linguistics;
Kazakh;
Turkic
","
14-Jan-2015 
(Open until filled)
","
16-Oct-2014
","
closed
"
"
California State University, Long Beach
","
USA
: California
","
Assistant Professor 
","
Syntax
","
10-Nov-2014 
(Open until filled)
","
16-Oct-2014
","
closed
"
"
Nagoya University of Commerce & Business
","
Japan
: Nisshin-shi, Aichi-ken
","
Assistant Professor 
","
Applied Linguistics;
English
","
15-Jan-2015
","
16-Oct-2014
","
closed
"
